,Claim_ID,Food_ID,Receiver_ID,Status,Timestamp
589,590,505,4,Cancelled,3/17/2025 8:39
590,591,723,782,Completed,3/20/2025 6:00
591,592,319,832,Completed,3/3/2025 23:50
592,593,882,743,Cancelled,3/5/2025 23:53
593,594,555,14,Pending,3/16/2025 20:01
594,595,172,861,Cancelled,3/7/2025 15:18
595,596,844,949,Cancelled,3/13/2025 4:06
596,597,599,183,Pending,3/13/2025 5:49
597,598,403,905,Completed,3/4/2025 4:55
598,599,307,86,Pending,3/19/2025 18:33
599,600,910,492,Cancelled,3/17/2025 17:33
600,601,964,458,Completed,3/21/2025 3:54
601,602,165,997,Cancelled,3/19/2025 7:08
602,603,920,766,Pending,3/11/2025 7:49
603,604,522,737,Completed,3/11/2025 21:27
604,605,727,786,Completed,3/7/2025 16:35
605,606,912,192,Cancelled,3/15/2025 1:34
606,607,72,397,Cancelled,3/12/2025 0:38
607,608,570,484,Cancelled,3/8/2025 5:26
608,609,200,227,Completed,3/10/2025 3:34
609,610,151,619,Cancelled,3/14/2025 15:18
610,611,433,567,Pending,3/8/2025 5:41
611,612,92,192,Completed,3/13/2025 21:16
612,613,764,482,Completed,3/1/2025 6:01
613,614,707,90,Pending,3/14/2025 13:47
614,615,821,367,Completed,3/5/2025 20:37
615,616,967,162,Pending,3/12/2025 16:05
616,617,933,68,Cancelled,3/5/2025 14:23
617,618,395,134,Pending,3/2/2025 3:19
618,619,743,725,Cancelled,3/20/2025 7:40
619,620,207,618,Cancelled,3/17/2025 11:24
620,621,175,742,Pending,3/19/2025 10:26
621,622,949,963,Cancelled,3/12/2025 19:13
622,623,400,737,Cancelled,3/14/2025 10:01
623,624,502,524,Cancelled,3/5/2025 16:11
624,625,416,69,Cancelled,3/16/2025 2:15
625,626,823,576,Pending,3/21/2025 2:42
626,627,686,814,Cancelled,3/15/2025 1:36
627,628,906,354,Pending,3/17/2025 9:31
628,629,326,437,Pending,3/16/2025 0:43
629,630,606,905,Completed,3/2/2025 15:26
630,631,862,28,Pending,3/19/2025 0:37
631,632,393,9,Completed,3/20/2025 13:40
632,633,385,440,Completed,3/12/2025 13:15
633,634,435,767,Pending,3/8/2025 17:54
634,635,748,113,Pending,3/7/2025 1:36
635,636,554,144,Cancelled,3/18/2025 17:20
636,637,476,216,Pending,3/20/2025 13:06
637,638,949,687,Completed,3/16/2025 5:38
638,639,233,832,Cancelled,3/6/2025 13:32
639,640,239,944,Cancelled,3/19/2025 1:17
640,641,251,410,Cancelled,3/2/2025 0:21
641,642,113,255,Pending,3/20/2025 19:57
642,643,806,993,Pending,3/10/2025 18:38
643,644,837,800,Cancelled,3/11/2025 4:33
644,645,739,220,Pending,3/20/2025 3:23
645,646,120,713,Cancelled,3/13/2025 13:29
646,647,35,654,Pending,3/18/2025 17:53
647,648,55,1000,Completed,3/8/2025 11:56
648,649,210,43,Completed,3/7/2025 17:26
649,650,421,505,Completed,3/12/2025 14:21
650,651,156,113,Cancelled,3/14/2025 22:38
651,652,932,223,Pending,3/5/2025 12:54
652,653,78,765,Pending,3/2/2025 10:50
653,654,291,158,Pending,3/21/2025 0:56
654,655,215,28,Completed,3/11/2025 12:30
655,656,875,799,Pending,3/13/2025 16:14
656,657,945,220,Completed,3/8/2025 12:26
657,658,232,10,Pending,3/1/2025 21:49
658,659,98,864,Cancelled,3/17/2025 2:31
659,660,912,204,Cancelled,3/8/2025 10:54
660,661,520,560,Pending,3/9/2025 2:37
661,662,600,902,Completed,3/18/2025 0:04
662,663,180,884,Cancelled,3/14/2025 11:47
663,664,866,410,Cancelled,3/19/2025 6:20
664,665,49,314,Pending,3/8/2025 19:49
665,666,749,130,Pending,3/15/2025 9:02
666,667,165,681,Cancelled,3/2/2025 23:27
667,668,86,205,Cancelled,3/10/2025 9:10
668,669,224,570,Pending,3/6/2025 3:52
669,670,349,118,Cancelled,3/10/2025 18:32
670,671,297,610,Completed,3/1/2025 1:43
671,672,903,508,Completed,3/19/2025 9:42
672,673,474,545,Cancelled,3/10/2025 4:05
673,674,861,276,Cancelled,3/10/2025 0:14
674,675,897,53,Cancelled,3/19/2025 6:58
675,676,625,589,Pending,3/15/2025 9:58
676,677,287,663,Pending,3/18/2025 11:41
677,678,56,139,Pending,3/10/2025 0:33
678,679,302,305,Pending,3/16/2025 1:38
679,680,154,785,Completed,3/17/2025 14:55
680,681,334,213,Cancelled,3/11/2025 9:29
681,682,629,937,Pending,3/19/2025 6:45
682,683,195,805,Pending,3/13/2025 15:36
683,684,299,550,Pending,3/14/2025 8:30
684,685,622,235,Cancelled,3/1/2025 8:58
685,686,540,900,Pending,3/7/2025 9:12
686,687,921,536,Completed,3/7/2025 20:46
687,688,854,525,Completed,3/18/2025 1:18
688,689,246,131,Cancelled,3/13/2025 3:31
689,690,85,781,Completed,3/9/2025 18:58
690,691,498,442,Cancelled,3/2/2025 2:18
691,692,500,717,Pending,3/14/2025 2:15
692,693,479,647,Cancelled,3/15/2025 3:55
693,694,529,454,Completed,3/1/2025 6:03
694,695,462,415,Cancelled,3/10/2025 21:12
695,696,634,561,Cancelled,3/12/2025 17:08
696,697,30,132,Completed,3/4/2025 17:46
697,698,633,185,Cancelled,3/3/2025 0:51
698,699,138,233,Cancelled,3/4/2025 15:15
699,700,110,901,Completed,3/8/2025 19:12
700,701,833,15,Completed,3/14/2025 16:16
701,702,83,150,Cancelled,3/11/2025 23:02
702,703,836,742,Cancelled,3/14/2025 10:57
703,704,271,394,Pending,3/8/2025 1:33
704,705,298,174,Cancelled,3/9/2025 7:36
705,706,636,800,Pending,3/9/2025 23:19
706,707,791,877,Pending,3/7/2025 10:15
707,708,999,293,Pending,3/18/2025 18:55
708,709,673,754,Cancelled,3/20/2025 9:11
709,710,599,27,Pending,3/16/2025 9:32
710,711,703,674,Completed,3/15/2025 7:35
711,712,179,505,Completed,3/1/2025 1:24
712,713,973,494,Completed,3/7/2025 6:15
713,714,951,423,Pending,3/21/2025 1:57
714,715,36,668,Pending,3/17/2025 14:14
715,716,696,68,Cancelled,3/3/2025 2:38
716,717,991,149,Pending,3/12/2025 17:53
717,718,626,650,Completed,3/14/2025 23:56
718,719,695,192,Cancelled,3/12/2025 0:06
719,720,502,348,Cancelled,3/15/2025 6:28
720,721,217,844,Completed,3/13/2025 15:46
721,722,898,888,Completed,3/15/2025 8:59
722,723,228,59,Pending,3/12/2025 4:00
723,724,396,747,Completed,3/12/2025 2:12
724,725,784,218,Pending,3/20/2025 12:45
725,726,23,446,Cancelled,3/6/2025 0:25
726,727,47,548,Cancelled,3/17/2025 4:10
727,728,882,810,Completed,3/15/2025 11:35
728,729,308,239,Pending,3/16/2025 12:55
729,730,715,48,Cancelled,3/3/2025 13:52
730,731,403,218,Completed,3/17/2025 22:44
731,732,935,126,Pending,3/7/2025 9:52
732,733,932,843,Completed,3/14/2025 21:55
733,734,224,172,Cancelled,3/18/2025 16:07
734,735,720,608,Completed,3/20/2025 6:52
735,736,84,544,Completed,3/14/2025 23:52
736,737,636,794,Pending,3/14/2025 18:09
737,738,819,482,Completed,3/12/2025 23:39
738,739,230,171,Completed,3/2/2025 17:31
739,740,199,50,Completed,3/20/2025 6:16
740,741,886,842,Cancelled,3/19/2025 9:05
741,742,132,358,Pending,3/15/2025 15:01
742,743,574,996,Cancelled,3/8/2025 15:17
743,744,379,26,Pending,3/14/2025 7:15
744,745,807,317,Pending,3/19/2025 19:02
745,746,385,587,Pending,3/19/2025 13:13
746,747,234,437,Pending,3/3/2025 21:37
747,748,494,395,Cancelled,3/2/2025 21:16
748,749,689,300,Cancelled,3/13/2025 19:23
749,750,931,742,Completed,3/19/2025 4:32
750,751,398,710,Pending,3/16/2025 4:56
751,752,463,777,Cancelled,3/13/2025 23:12
752,753,958,455,Cancelled,3/7/2025 15:56
753,754,997,571,Completed,3/20/2025 8:59
754,755,34,709,Completed,3/15/2025 3:13
755,756,696,418,Completed,3/16/2025 9:29
756,757,352,7,Completed,3/13/2025 19:20
757,758,877,472,Cancelled,3/20/2025 2:09
758,759,174,219,Cancelled,3/18/2025 11:19
759,760,828,212,Completed,3/13/2025 16:00
760,761,205,351,Completed,3/12/2025 20:51
761,762,505,275,Cancelled,3/16/2025 0:02
762,763,331,52,Cancelled,3/13/2025 7:51
763,764,28,788,Completed,3/16/2025 4:52
764,765,168,695,Pending,3/17/2025 9:49
765,766,945,781,Completed,3/10/2025 9:20
766,767,798,355,Completed,3/9/2025 18:34
767,768,939,213,Pending,3/18/2025 16:20
768,769,971,107,Cancelled,3/4/2025 1:25
769,770,917,328,Completed,3/11/2025 8:12
770,771,297,181,Cancelled,3/13/2025 1:15
771,772,926,112,Completed,3/4/2025 15:24
772,773,35,205,Pending,3/12/2025 10:01
773,774,35,479,Cancelled,3/20/2025 12:11
774,775,961,806,Completed,3/5/2025 23:56
775,776,23,559,Cancelled,3/2/2025 0:29
776,777,886,297,Cancelled,3/14/2025 9:47
777,778,241,715,Pending,3/11/2025 0:31
778,779,508,56,Cancelled,3/13/2025 18:28
779,780,16,194,Pending,3/8/2025 13:58
780,781,676,701,Pending,3/4/2025 14:26
781,782,476,181,Completed,3/4/2025 19:49
782,783,485,429,Cancelled,3/15/2025 18:58
783,784,655,381,Pending,3/19/2025 22:41
784,785,981,887,Pending,3/15/2025 14:23
785,786,104,977,Pending,3/9/2025 13:13
786,787,988,590,Completed,3/15/2025 4:12
787,788,253,379,Completed,3/19/2025 17:32
788,789,684,202,Cancelled,3/1/2025 21:34
789,790,30,680,Completed,3/5/2025 13:01
790,791,240,144,Cancelled,3/10/2025 3:33
791,792,775,259,Completed,3/12/2025 17:39
792,793,444,783,Completed,3/2/2025 21:12
793,794,928,318,Cancelled,3/13/2025 16:04
794,795,902,293,Completed,3/5/2025 21:45
795,796,685,410,Cancelled,3/13/2025 0:39
796,797,950,275,Pending,3/12/2025 22:59
797,798,609,735,Pending,3/9/2025 10:08
798,799,487,786,Completed,3/6/2025 19:57
799,800,224,227,Cancelled,3/11/2025 23:55
800,801,131,72,Completed,3/4/2025 15:42
801,802,100,729,Completed,3/17/2025 9:35
802,803,701,240,Pending,3/9/2025 14:33
803,804,614,655,Cancelled,3/21/2025 6:12
804,805,181,348,Cancelled,3/13/2025 11:08
805,806,529,650,Pending,3/2/2025 7:54
806,807,767,742,Completed,3/8/2025 17:05
807,808,243,528,Pending,3/1/2025 20:29
808,809,929,603,Pending,3/10/2025 3:05
809,810,528,281,Cancelled,3/15/2025 6:11
810,811,399,57,Cancelled,3/10/2025 6:39
811,812,820,473,Pending,3/7/2025 0:40
812,813,934,982,Completed,3/2/2025 22:20
813,814,95,438,Completed,3/15/2025 18:11
814,815,243,795,Completed,3/18/2025 8:50
815,816,627,899,Pending,3/7/2025 18:11
816,817,969,800,Pending,3/3/2025 16:20
817,818,797,570,Completed,3/10/2025 20:54
818,819,18,617,Pending,3/6/2025 1:36
819,820,943,869,Completed,3/7/2025 18:34
820,821,590,300,Cancelled,3/11/2025 3:27
821,822,126,122,Pending,3/4/2025 6:00
822,823,96,800,Cancelled,3/7/2025 21:50
823,824,151,508,Cancelled,3/15/2025 5:45
824,825,31,590,Pending,3/12/2025 7:28
825,826,762,965,Cancelled,3/9/2025 9:16
826,827,964,59,Cancelled,3/19/2025 13:26
827,828,598,723,Pending,3/4/2025 4:15
828,829,443,891,Pending,3/14/2025 21:42
829,830,353,706,Cancelled,3/16/2025 12:31
830,831,401,389,Completed,3/9/2025 11:43
831,832,133,128,Completed,3/20/2025 8:29
832,833,214,673,Cancelled,3/11/2025 15:57
833,834,335,439,Pending,3/9/2025 0:14
834,835,203,533,Pending,3/7/2025 5:03
835,836,733,532,Pending,3/18/2025 0:13
836,837,25,228,Cancelled,3/12/2025 14:13
837,838,728,870,Completed,3/11/2025 3:05
838,839,945,72,Cancelled,3/20/2025 8:13
839,840,811,245,Pending,3/17/2025 11:00
840,841,682,195,Completed,3/3/2025 0:22
841,842,812,341,Cancelled,3/14/2025 22:59
842,843,512,102,Cancelled,3/10/2025 1:37
843,844,778,362,Cancelled,3/16/2025 5:59
844,845,70,42,Pending,3/9/2025 11:24
845,846,125,549,Cancelled,3/18/2025 13:25
846,847,682,778,Cancelled,3/7/2025 7:36
847,848,374,419,Pending,3/18/2025 18:19
848,849,647,468,Pending,3/14/2025 5:17
849,850,652,381,Pending,3/7/2025 15:57
850,851,71,164,Completed,3/8/2025 16:08
851,852,66,700,Cancelled,3/18/2025 10:02
852,853,299,378,Pending,3/18/2025 9:13
853,854,173,647,Completed,3/8/2025 15:30
854,855,410,595,Cancelled,3/1/2025 22:24
855,856,294,838,Completed,3/18/2025 13:19
856,857,418,771,Completed,3/12/2025 22:10
857,858,465,145,Completed,3/5/2025 7:07
858,859,3,887,Cancelled,3/13/2025 6:36
859,860,9,345,Cancelled,3/5/2025 9:20
860,861,510,377,Cancelled,3/13/2025 6:11
861,862,839,361,Cancelled,3/19/2025 4:49
862,863,30,16,Pending,3/9/2025 22:36
863,864,962,622,Cancelled,3/9/2025 0:55
864,865,163,694,Pending,3/7/2025 15:49
865,866,461,615,Completed,3/1/2025 2:31
866,867,692,794,Completed,3/10/2025 7:01
867,868,460,361,Pending,3/9/2025 2:48
868,869,935,348,Cancelled,3/11/2025 23:05
869,870,972,228,Completed,3/17/2025 18:54
870,871,786,620,Cancelled,3/8/2025 17:20
871,872,832,302,Completed,3/15/2025 15:47
872,873,558,173,Pending,3/17/2025 5:22
873,874,822,226,Pending,3/10/2025 5:50
874,875,338,848,Completed,3/16/2025 13:38
875,876,696,994,Cancelled,3/10/2025 14:13
876,877,707,637,Completed,3/3/2025 23:14
877,878,544,889,Cancelled,3/14/2025 5:12
878,879,7,825,Pending,3/1/2025 1:49
879,880,751,811,Cancelled,3/10/2025 20:50
880,881,17,647,Pending,3/12/2025 19:27
881,882,565,850,Completed,3/12/2025 20:44
882,883,167,266,Pending,3/11/2025 12:45
883,884,364,493,Cancelled,3/14/2025 15:24
884,885,515,400,Pending,3/16/2025 23:58
885,886,756,973,Cancelled,3/7/2025 2:15
886,887,743,507,Pending,3/15/2025 2:19
887,888,916,738,Completed,3/5/2025 1:28
888,889,632,917,Cancelled,3/8/2025 22:20
889,890,128,276,Cancelled,3/13/2025 8:03
890,891,973,510,Cancelled,3/17/2025 5:08
891,892,456,933,Pending,3/4/2025 14:51
892,893,180,276,Completed,3/20/2025 12:02
893,894,730,903,Cancelled,3/2/2025 11:28
894,895,977,425,Pending,3/12/2025 3:28
895,896,315,768,Completed,3/15/2025 6:17
896,897,929,730,Completed,3/13/2025 19:48
897,898,851,572,Completed,3/14/2025 7:54
898,899,13,28,Pending,3/16/2025 6:18
899,900,545,532,Completed,3/3/2025 21:06
900,901,474,195,Pending,3/12/2025 9:04
901,902,210,852,Completed,3/2/2025 17:35
902,903,413,426,Cancelled,3/18/2025 22:32
903,904,168,561,Completed,3/8/2025 21:53
904,905,380,361,Pending,3/5/2025 13:31
905,906,938,916,Pending,3/15/2025 10:50
906,907,800,934,Completed,3/4/2025 3:13
907,908,762,558,Completed,3/5/2025 13:06
908,909,893,299,Completed,3/20/2025 23:39
909,910,410,424,Completed,3/5/2025 14:21
910,911,355,128,Pending,3/8/2025 8:57
911,912,683,189,Completed,3/20/2025 15:37
912,913,705,957,Pending,3/15/2025 22:21
913,914,950,239,Completed,3/18/2025 13:03
914,915,441,65,Pending,3/1/2025 17:46
915,916,571,472,Pending,3/13/2025 3:13
916,917,109,935,Completed,3/3/2025 10:41
917,918,92,42,Completed,3/11/2025 9:59
918,919,623,841,Cancelled,3/11/2025 18:11
919,920,279,323,Cancelled,3/20/2025 16:37
920,921,826,507,Completed,3/5/2025 1:43
921,922,206,768,Pending,3/20/2025 0:57
922,923,293,276,Cancelled,3/2/2025 22:49
923,924,580,154,Pending,3/13/2025 16:32
924,925,237,985,Pending,3/8/2025 5:15
925,926,43,72,Cancelled,3/6/2025 12:37
926,927,317,407,Completed,3/15/2025 13:34
927,928,41,945,Pending,3/20/2025 0:15
928,929,778,938,Pending,3/3/2025 0:57
929,930,407,371,Pending,3/3/2025 10:47
930,931,616,637,Completed,3/4/2025 1:42
931,932,419,354,Completed,3/12/2025 16:39
932,933,574,301,Cancelled,3/2/2025 6:24
933,934,639,555,Cancelled,3/8/2025 17:07
934,935,520,788,Cancelled,3/17/2025 7:27
935,936,96,170,Cancelled,3/8/2025 1:17
936,937,744,799,Cancelled,3/2/2025 10:22
937,938,977,897,Cancelled,3/11/2025 7:58
938,939,37,512,Pending,3/8/2025 15:55
939,940,911,959,Completed,3/5/2025 23:59
940,941,223,318,Cancelled,3/4/2025 18:16
941,942,189,850,Completed,3/1/2025 15:26
942,943,89,934,Pending,3/2/2025 0:43
943,944,680,817,Pending,3/8/2025 0:52
944,945,989,901,Cancelled,3/16/2025 22:54
945,946,839,324,Cancelled,3/20/2025 13:56
946,947,304,840,Cancelled,3/3/2025 20:13
947,948,156,482,Completed,3/14/2025 11:23
948,949,241,240,Completed,3/3/2025 8:53
949,950,481,298,Pending,3/1/2025 3:50
950,951,236,585,Completed,3/18/2025 1:05
951,952,459,183,Completed,3/18/2025 7:49
952,953,744,686,Cancelled,3/5/2025 20:10
953,954,732,267,Cancelled,3/10/2025 10:04
954,955,492,414,Completed,3/14/2025 23:17
955,956,904,745,Completed,3/13/2025 8:36
956,957,230,625,Completed,3/16/2025 20:45
957,958,601,96,Cancelled,3/12/2025 16:11
958,959,384,31,Pending,3/14/2025 12:40
959,960,292,830,Completed,3/15/2025 9:00
960,961,955,181,Completed,3/16/2025 5:05
961,962,391,308,Completed,3/9/2025 0:59
962,963,397,93,Cancelled,3/7/2025 6:39
963,964,563,451,Pending,3/17/2025 10:43
964,965,285,377,Pending,3/4/2025 1:35
965,966,558,509,Cancelled,3/13/2025 23:25
966,967,890,168,Pending,3/12/2025 16:42
967,968,637,37,Cancelled,3/19/2025 0:50
968,969,836,408,Cancelled,3/16/2025 2:39
969,970,997,497,Cancelled,3/5/2025 2:55
970,971,596,330,Completed,3/10/2025 12:51
971,972,623,87,Pending,3/6/2025 4:36
972,973,284,559,Pending,3/8/2025 20:43
973,974,643,371,Cancelled,3/3/2025 19:08
974,975,226,132,Cancelled,3/1/2025 5:18
975,976,551,409,Completed,3/7/2025 12:50
976,977,853,193,Pending,3/5/2025 20:11
977,978,818,799,Cancelled,3/11/2025 6:11
978,979,855,553,Completed,3/7/2025 8:39
979,980,925,652,Pending,3/18/2025 11:35
980,981,615,839,Cancelled,3/10/2025 15:58
981,982,670,871,Cancelled,3/19/2025 2:27
982,983,300,755,Pending,3/18/2025 19:10
983,984,1,368,Completed,3/19/2025 6:19
984,985,380,113,Completed,3/17/2025 22:32
985,986,915,875,Completed,3/5/2025 13:19
986,987,579,769,Cancelled,3/4/2025 13:27
987,988,272,191,Pending,3/4/2025 7:18
988,989,799,272,Pending,3/8/2025 13:03
989,990,791,943,Cancelled,3/19/2025 15:41
990,991,175,984,Pending,3/20/2025 3:50
991,992,251,394,Completed,3/17/2025 10:54
992,993,635,341,Cancelled,3/19/2025 12:40
993,994,107,93,Cancelled,3/3/2025 22:13
994,995,190,105,Completed,3/10/2025 0:46
995,996,855,211,Completed,3/13/2025 19:40
996,997,980,746,Cancelled,3/17/2025 22:04
997,998,832,967,Cancelled,3/13/2025 18:00
998,999,917,90,Completed,3/1/2025 15:31
999,1000,596,950,Cancelled,3/13/2025 12:51
